,Family..as.listed.by.USDA.,Family.as.per.Robinson.et.al..2002,Genus,common.name,herbaceous.or.woody,origin..for.analysis.,origin,species.counts..Mid.Atlantic.numbers.unless.otherwise.indicated.,total.Lep.spp,exotic.Lep.spp,Native.Lep.spp,X,Species,totalCount,numSurveysGTzero,totalBiomass,nSurveys,meanDensity,fracSurveys,meanBiomass,X.y,sciName,itis_id,rank,notes
346,Poaceae,,Coix,Job's tears,h,alien,alien,1 alien,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
347,Liliaceae,,Colchicum,colchicum,h,alien,alien,1 alien,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,Scrophulariaceae,Scrophulariaceae,Collinsia,blue eyed mary,h,native,native unless cultivated,2 natives perhaps an alien if cultivated,2,1,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,Lamiaceae,Labiatae,Collinsonia,"stoneroot, richweed",h,native,native,2 natives,5,0,5,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,Polemoniaceae,,Collomia,trumpet,h,native,native,1 native,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,Araceae,Araceae,Colocasia,coco yam,h,alien,alien,1 alien,2,0,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,Fabaceae,Leguminosae(P),Colutea,bladder senna,w,alien,alien,1 alien perhaps others if cultivated,1,1,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
353,Santalaceae,Santalaceae,Comandra,bastard toadflax,h,native,native,1 native,3,0,3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,Rosaceae,,Comarum,comarum,h,native,native,1 native,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,Commelinaceae,Commelinaceae,Commelina,dayflower,h,native,both,"3 natives, 1 alien perhaps others if cultivated",2,0,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,Myricaceae,Myricaceae,Comptonia,sweet fern,w,native,native,1 native,64,2,62,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
357,Apiaceae,,Conioselinum,hemlockparsley,h,native,native,1 native,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,Apiaceae,Umbelliferae ,Conium,poison hemlock,h,alien,alien,1 alien,2,0,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,Asteraceae,,Conoclinium,thoroughwort,h,native,native,1 native,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360,Orobanchaceae,,Conopholis,cancer-root,h,native,native,1 native,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361,Brassicaceae,Cruciferae ,Conringia,hare's ear mustard,h,alien,alien,1 alien,2,0,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
362,Ranunculaceae,Ranunculaceae,Consolida,knight's spur,h,alien,alien,2 aliens,1,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
363,Liliaceae,Convallariaceae ,Convallaria,lily-of-the-valley,h,native,both,"1 native, 1 alien",1,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,Convolvulaceae ,Convolvulaceae ,Convolvulus,"bindweed, morning glory",h,alien,alien,2 aliens perhaps others if cultivated,9,2,7,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,Asteraceae ,Compositae ,Conyza,horseweed,h,native,both,"2 natives, 1 alien(VA&south)",11,1,10,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
366,Ranunculaceae,,Coptis,goldthread,h,native,native,1 native,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
367,Orchidaceae,,Corallorhiza,coralroot,h,native,native,5 natives,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,Tiliaceae ,Tiliaceae ,Corchorus,"jute, tridens corchorus",h,alien,alien,1 alien perhaps others if cultivated,1,1,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
369,Empetraceae,,Corema,corema,h,native,native,1 native,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,Asteraceae ,Compositae ,Coreopsis,"tickseed, coreopsis",h,native,native,12 natives,6,0,6,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371,Apiaceae,,Coriandrum,coriander,h,alien,alien,1 alien,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,Chenopodiaceae,,Corispermum,bugseed,h,native,native,1 native,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,Cornaceae,Cornaceae,Cornus,"dogwood, bunchberry",w,native,both,"12 natives, 2 aliens, perhaps others if cultivated",118,2,115,,Alternate-leaf dogwood,0,0,0,73,0,0,0,89,Cornus alternifolia,27813,species,
374,Cornaceae,Cornaceae,Cornus,"dogwood, bunchberry",w,native,both,"12 natives, 2 aliens, perhaps others if cultivated",118,2,115,,Cornelian-cherry dogwood,10,1,0.378053654,17,0.588235294,5.882352941,0.02223845,178,Cornus mas,NA,species,not updated
375,Cornaceae,Cornaceae,Cornus,"dogwood, bunchberry",w,native,both,"12 natives, 2 aliens, perhaps others if cultivated",118,2,115,,Cornus mas,0,0,0,14,0,0,0,120,Cornus mas,565094,species,
376,Cornaceae,Cornaceae,Cornus,"dogwood, bunchberry",w,native,both,"12 natives, 2 aliens, perhaps others if cultivated",118,2,115,,Cornus stolonifera,0,0,0,26,0,0,0,35,Cornus sericea ssp. Sericea,NA,species,not updated
377,Cornaceae,Cornaceae,Cornus,"dogwood, bunchberry",w,native,both,"12 natives, 2 aliens, perhaps others if cultivated",118,2,115,,Flowering dogwood,30,29,221.5445036,900,0.033333333,3.222222222,0.24616056,44,Cornus florida,27806,species,
378,Cornaceae,Cornaceae,Cornus,"dogwood, bunchberry",w,native,both,"12 natives, 2 aliens, perhaps others if cultivated",118,2,115,,Grey dogwood,1,1,0.602103019,12,0.083333333,8.333333333,0.050175252,287,Cornus racemosa,NA,species,mispelled
379,Cornaceae,Cornaceae,Cornus,"dogwood, bunchberry",w,native,both,"12 natives, 2 aliens, perhaps others if cultivated",118,2,115,,Kousa dogwood,0,0,0,95,0,0,0,290,Cornus kousa,507498,species,
380,Cornaceae,Cornaceae,Cornus,"dogwood, bunchberry",w,native,both,"12 natives, 2 aliens, perhaps others if cultivated",118,2,115,,Redosier dogwood,10,9,36.58225985,66,0.151515152,13.63636364,0.554276664,90,Cornus sericea,501637,species,
381,Cornaceae,Cornaceae,Cornus,"dogwood, bunchberry",w,native,both,"12 natives, 2 aliens, perhaps others if cultivated",118,2,115,,Roughleaf dogwood,0,0,0,9,0,0,0,316,Cornus drummondii,27807,species,
382,Cornaceae,Cornaceae,Cornus,"dogwood, bunchberry",w,native,both,"12 natives, 2 aliens, perhaps others if cultivated",118,2,115,,Silky dogwood,0,0,0,10,0,0,0,314,Cornus amomum,27799,species,
383,Cornaceae,Cornaceae,Cornus,"dogwood, bunchberry",w,native,both,"12 natives, 2 aliens, perhaps others if cultivated",118,2,115,,Stiff dogwood,0,0,0,16,0,0,0,175,Cornus foemina,27802,species,
384,Cornaceae,Cornaceae,Cornus,"dogwood, bunchberry",w,native,both,"12 natives, 2 aliens, perhaps others if cultivated",118,2,115,,Weeping knoss dogwood,0,0,0,15,0,0,0,179,Cornus kousa,NA,species,not updated
385,Brassicaceae,,Coronopus,swinecress,h,alien,alien,2 aliens,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
386,Caryophyllaceae,,Corrigiola,corrigiola,h,alien,alien,1 alien,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
387,Poaceae,,Cortaderia,pampas grass,h,alien,alien,1 alien,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
388,Fumariaceae,,Corydalis,fumewort,h,native,native,2 natives,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
389,Betulaceae,Corylaceae,Corylus,"filbert, hazel, hazelnut",w,native,both,"2 natives, 1 aliens, perhaps others if cultivated",131,7,124,,American hazelnut,16,15,199.5773115,421,0.038004751,3.562945368,0.474055372,146,Corylus americana,19506,species,
390,Betulaceae,Corylaceae,Corylus,"filbert, hazel, hazelnut",w,native,both,"2 natives, 1 aliens, perhaps others if cultivated",131,7,124,,Beaked hazel,18,15,75.06732229,110,0.163636364,13.63636364,0.682430203,85,Corylus cornuta,19507,species,
391,Betulaceae,Corylaceae,Corylus,"filbert, hazel, hazelnut",w,native,both,"2 natives, 1 aliens, perhaps others if cultivated",131,7,124,,Hazelnut,0,0,0,79,0,0,0,109,Corylus,19505,species,
392,Poaceae,,Corynephorus,clubawn grass,h,alien,alien,1 alien,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
393,Asteraceae ,Compositae ,Cosmos,cosmos,h,native,both,"1 native, 2 aliens",5,1,4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
394,Anacardiaceae ,Anacardiaceae ,Cotinus,smoketree,w,alien,alien,1 alien (1 native in the south),4,0,4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
395,Rosaceae ,Rosaceae ,Cotoneaster,cotoneaster,w,alien,alien,"1 alien, possibly many more if cultivated",3,1,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
396,Crassulaceae ,,Crassula,pygmyweed,h,native,native,I native aquatic,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
397,Rosaceae ,Rosaceae ,Crataegus,hawthorn,w,native,both,"73 natives, 1 alien, perhaps others if cultivated",168,18,150,,Broadleaf hawthorn,0,0,0,4,0,0,0,272,Crataegus coccinioides,NA,species,not updated
398,Rosaceae ,Rosaceae ,Crataegus,hawthorn,w,native,both,"73 natives, 1 alien, perhaps others if cultivated",168,18,150,,Cockspur hawthorn,4,3,7.770672198,9,0.444444444,33.33333333,0.863408022,410,Crataegus crus-galli,24552,species,
399,Rosaceae ,Rosaceae ,Crataegus,hawthorn,w,native,both,"73 natives, 1 alien, perhaps others if cultivated",168,18,150,,Fanleaf hawthorn,7,6,213.2146455,22,0.318181818,27.27272727,9.691574797,279,Crataegus flabellata,24561,species,
400,Rosaceae ,Rosaceae ,Crataegus,hawthorn,w,native,both,"73 natives, 1 alien, perhaps others if cultivated",168,18,150,,Washington hawthorn,4,4,14180.10299,88,0.045454545,4.545454545,161.137534,214,Crataegus phaenopyrum,24593,species,
401,Asteraceae ,Compositae ,Crepis,hawksbeard,h,alien,alien,5 aliens (natives western),2,0,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
402,Iridaceae ,,Crocus,crocus,h,alien,alien,4 aliens,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403,Asteraceae ,Compositae ,Croptilon,scratchdaisy,h,native,native,1 native (VA&south),2,0,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,Fabaceae,Leguminosae(P),Crotalaria,"showy rattlebox, rattleweed",h,native,both,"3 natives, 1 alien perhaps others if cultivated",6,1,5,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
405,Euphorbiaceae ,Euphorbiaceae ,Croton,"firebush, croton, prairie tea",h,native,both,"7 natives, 1 alien perhaps others if cultivated",5,0,5,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
406,Rubiaceae,Rubiaceae,Cruciata,bedstraw,h,alien,alien,2 aliens,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
407,Poaceae,,Crypsis,pricklegrass,h,alien,alien,2 aliens,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,Pteridaceae,,Cryptogramma,rockbrake,h,native,native,1 native,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
409,Apiaceae,Umbelliferae ,Cryptotaenia,honewort,h,native,native unless cultivated,"1 native, perhaps 1 alien if cultivated",2,0,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
410,Poaceae,Gramineae,Ctenium,toothachegrass,h,native,native,1 native,1,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
411,Cucurbitaceae ,,Ctenolepis,ctenolepis,h,alien,alien,1 alien,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
412,Cucurbitaceae ,Cucurbitaceae ,Cucumis,"gourd, cantelope, cucumber",h,native,both,"1 native, 2 aliens, perhaps others if cultivated",20,1,19,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
413,Cucurbitaceae ,Cucurbitaceae ,Cucurbita,"pumpkin, gourd, squash",h,native,both,"2 natives, 3 aliens, perhaps others if cultivated",15,1,14,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,Fabaceae,,Cullen,scurfpea,h,alien,alien,1 alien,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
415,Lamiaceae,,Cunila,cunila,h,native,native,1 native,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
416,Lythraceae ,,Cuphea,waxweed,h,alien,alien,1 alien,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
417,Cupressaceae,Cupressaceae,Cupressus,cypress,w,alien,alien,"2 aliens hardy enough for DE&south, natives western",7,0,7,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,Cuscutaceae,Convolvulaceae ,Cuscuta,dodder,h,native,both,"10 natives, 2 alien",2,0,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
419,Asteraceae,,Cyclachaena,,h,native,native,1 native,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,Primulaceae,Primulaceae,Cyclamen,cyclamen,h,alien,alien,aliens if cultivated,1,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,Chenopodiaceae,,Cycloloma,cycloloma,h,native,native,1 native,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
422,Apiaceae,,Cyclospermum,marsh parsley,h,alien,alien,1 alien,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,Rosaceae ,Rosaceae ,Cydonia,quince,w,alien,alien,1 alien,24,3,21,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
424,Scrophulariaceae,Scrophulariaceae,Cymbalaria,kenilworth ivy,h,alien,alien,1 alien,1,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425,Asteraceae,,Cymophora,cymophora,h,alien,alien,1 alien,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,Cyperaceae,,Cymophyllus,cymophyllus,h,native,native,1 native,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,Asclepiadaceae,Asclepiadaceae,Cynanchum,"honey vine, swallowwort, sand vine",h,native,both,"1 native, 3 aliens",3,0,3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,Asteraceae ,Compositae ,Cynara,"cardoon, globe artichoke",h,alien,alien,"1 alien (at least) possible to cultivate, 2 species",5,0,5,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
429,Poaceae,Gramineae,Cynodon,burmuda grass,h,alien,alien,"1 alien, perhaps others if cultivated",12,0,12,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,Boraginaceae,Boraginaceae,Cynoglossum,"comfrey, hound's tongue",h,native,both,"1 native, 2 aliens",4,1,3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
431,Poaceae,,Cynosurus,dogstail grass,h,alien,alien,2 aliens,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432,Cyperaceae,Cyperaceae,Cyperus,"yellow nutgrass, nutgrass, chufa, flatsedge",h,native,both,"31 natives, 7 aliens",5,0,5,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
433,Orchidaceae ,Orchidaceae ,Cypripedium,lady's slipper,h,native,native unless cultivated,"7 natives, perhaps aliens if cultivated",2,0,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
434,Cyrillaceae,,Cyrilla,titi,h,native,native,1 native,0,0,0,,Cyrilla racemiflora,0,0,0,7,0,0,0,305,Cyrilla racemiflora,23449,species,
435,Dryopteridaceae,Dryopteridaceae,Cyrtomium,holly fern,h,alien,alien,1 alien,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
436,Dryopteridaceae,,Cystopteris,bladderfern,h,native,native,6 natives,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
437,Fabaceae,Leguminosae(P),Cytisus,"broom, scotch broom",w,alien,alien,1 alien perhaps others if cultivated,8,3,5,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
438,Poaceae,Gramineae,Dactylis,orchard grass,h,alien,alien,2 aliens,21,1,20,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
439,Poaceae,Gramineae,Dactyloctenium,Egyptian grass,h,alien,alien,1 alien perhaps others if cultivated,1,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,Orchidaceae,,Dactylorhiza,keyflower,h,native,native,1 native,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
441,Asteraceae,Compositae ,Dahlia,dahlia,h,alien,alien,1 alien VA&south,15,2,13,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,Fabaceae,Leguminosae(P),Dalea,prairie clover,h,native,native unless cultivated,"2 natives, perhaps aliens if cultivated",3,0,3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,Rosaceae,,Dalibarda,dalibarda,h,native,native,1 native,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,Poaceae,Gramineae,Danthonia,oatgrass,h,native,native unless cultivated,"3 natives, perhaps aliens if cultivated",1,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
445,Thymelaeaceae,,Daphne,daphne,h,alien,alien,1 alien,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,Rosaceae,Rosaceae,Dasiphora,shrubby cinquefoil,h,native,native,1 native,2,0,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
447,Scrophulariaceae,Scrophulariaceae,Dasistoma,mullein foxglove,h,native,native,1 native,2,0,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
448,Poaceae,,Dasyochloa,woollygrass,h,native,native,1 native,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
449,Poaceae,,Dasypyrum,mosquitograss,h,alien,alien,1 alien,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,Solanaceae ,Solanaceae ,Datura,"thorn-apple, jimsonweed, pricklyburr",h,native,both,"2 natives, 2 aliens, perhaps others if cultivated",10,1,9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
451,Apiaceae,Umbelliferae ,Daucus,"carrot, Queen Anne's Lace",h,native,both,"1 native, 1 alien",18,1,17,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,Lythraceae ,Lythraceae ,Decodon,swamp loosestrife,w,native,native,1 native,5,0,5,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,Hydrangeaceae,,Decumaria,decumaria,h,native,native,1 native,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
454,Ranunculaceae,Ranunculaceae,Delphinium,larkspur,h,native,native unless cultivated,"2 native, perhaps aliens if cultivated",10,0,10,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
455,Dennstaedtiaceae,Dennstaedtiaceae,Dennstaedtia,hayscented fern,h,native,native,1 native,3,0,3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456,Dryopteridaceae,,Deparia,False spleenwort,h,native,native,1 native,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457,Poaceae,,Deschampsia,hairgrass,h,native,native,4 natives,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,Brassicaceae,Cruciferae ,Descurainia,"tansymustard, herb sophia",h,native,both,"2 natives,1 alien",3,0,3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,Fabaceae,Leguminosae(M),Desmanthus,bundleflower,h,native,native,1 native,1,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
460,Fabaceae,Leguminosae(P),Desmodium,"begger weed, tick trefoil",h,native,native unless cultivated,"23 natives, perhaps aliens if cultivated",17,0,17,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
461,Hydrangaeceae,Hydrangaeceae,Deutzia,pride-of-Rochester,w,alien,alien,1 alien perhaps others if cultivated,2,1,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,Crassulaceae ,,Diamorpha,diamorpha,h,native,native,1 native,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,Caryophyllaceae ,Caryophyllaceae ,Dianthus,"pinks, carnations",h,alien,alien,5 aliens perhaps others if cultivated,10,2,8,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,Diapensiaceae,,Diapensia,diapensia,h,native,native,1 native,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,Poaceae,,Diarrhena,beakgrain,h,native,native,2 natives,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,Fumariaceae,Papaveraceae,Dicentra,bleeding heart,h,native,native,3 natives,1,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,Poaceae,Gramineae,Dichanthelium,"deertongue witchgrass, panicgrass, rosette grass",h,native,native,29 natives,2,0,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,Convolvulaceae ,,Dichondra,ponysfoot,h,native,native,1 native,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,Acanthaceae,,Dicliptera,foldwing,h,native,native,1 native,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,Rutaceae ,Rutaceae ,Dictamnus,gas plant,h,alien,alien,1 alien,2,0,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,Lythraceae,,Didiplis,didiplis,h,native,native,1 native aquatic,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,Caprifoliaceae ,Caprifoliaceae ,Diervilla,bush homeysuckle,w,native,native,1 native,5,1,4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,Amaranthaceae,,Digera,,h,alien,alien,1 alien,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,Scrophulariaceae,Scrophulariaceae,Digitalis,foxglove,h,alien,alien,4 aliens perhaps anothers if cultivated,3,0,3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,Poaceae,Gramineae,Digitaria,crabgrass,h,native,both,"7 natives, 1 aliens, others if cultivated",21,0,21,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,Poaceae,,Dinebra,viper grass,h,alien,alien,1 alien,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,Rubiaceae,Rubiaceae,Diodia,"buttonweed, poorjoe",h,native,both,"2 natives, 1 alien",1,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,Droseraceae,Droseraceae,Dionaea,venus flytrap,h,native,native,2 natives,1,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,Dioscoreaceae,,Dioscorea,yam,h,native,native,2 natives,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,Ebenaceae,Ebenaceae,Diospyros,persimmon,w,native,native unless cultivated,"1 native, perhaps aliens if cultivated",46,2,44,,Common persimmon,271,224,3352.471259,2360,0.114830508,9.491525424,1.420538669,81,Diospyros virginiana,23855,species,
481,Berberidaceae,,Diphylleia,umbrellaleaf,h,native,native,1 native,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,Dryopteridaceae,Woodsiaceae,Diplazium,twinsorus fern,h,native,native unless cultivated,"1 native, perhaps aliens if cultivated",1,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,Brassicaceae,Cruciferae ,Diplotaxis,wallrocket,h,alien,alien,3 aliens perhaps another if cultivated,1,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,Dipsacaceae,Dipsacaceae,Dipsacus,teasel,h,alien,alien,3 aliens perhaps,1,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,Thymelaeaceae,Thymelaeaceae,Dirca,leatherwood,w,native,native,1 native,1,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,Liliaceae,Convallariaceae ,Disporum,"fairy bells, mandarin",h,alien,alien,1 or more aliens,1,1,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,Poaceae,Gramineae,Distichlis,saltgrass,h,native,native unless cultivated,"1 native, perhaps 1 alien if cultivated",3,0,3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,Asteraceae,,Dittrichia,dittrichia,h,alien,alien,2 aliens,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,Primulaceae,,Dodecatheon,shootingstar,h,native,native,2 natives,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,Asteraceae,Compositae ,Doellingeria,whitetop,h,native,both,"3 natives, 1 alien if cultivated (DE & south)",17,0,17,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
